"","p","replicate","betac","carrying","extinction_t","extinct","disease_gone","min_s","final_s","final_i"
"10907",0.97,6,34.37,2100,5.05965284063596,FALSE,FALSE,17,19,0
"10908",0.97,6,25,2100,7.18714463240777,FALSE,FALSE,28,35,0
"10909",0.97,7,30,2100,4.67979102386014,FALSE,FALSE,21,22,0
"10910",0.97,7,34.37,2100,4.61135477438445,FALSE,FALSE,9,9,0
"10911",0.97,7,25,2100,8.5514638736248,FALSE,FALSE,92,114,0
"10912",0.97,8,30,2100,0.0798340299432215,FALSE,FALSE,1000,1028,0
"10913",0.97,8,34.37,2100,3.40749211263236,FALSE,FALSE,56,56,0
"10914",0.97,8,25,2100,0.330958732374539,FALSE,FALSE,1000,1047,0
"10915",0.97,9,30,2100,5.1149779914462,FALSE,FALSE,27,27,0
"10916",0.97,9,34.37,2100,6.59640940057422,FALSE,FALSE,12,15,0
"10917",0.97,9,25,2100,0.192337900486735,FALSE,FALSE,1000,1055,0
"10918",0.97,10,30,2100,4.74439769233048,FALSE,FALSE,38,44,0
"10919",0.97,10,34.37,2100,3.90349080458543,FALSE,FALSE,19,19,0
"10920",0.97,10,25,2100,4.75295555376283,FALSE,FALSE,109,110,0
"10921",0.98,1,30,210,2.31282054662959,TRUE,FALSE,3,3,2
"10922",0.98,1,34.37,210,1.75141053296934,FALSE,FALSE,36,36,0
"10923",0.98,1,25,210,1.93618874072642,FALSE,FALSE,50,50,0
"10924",0.98,2,30,210,1.85618411875219,FALSE,FALSE,27,27,0
"10925",0.98,2,34.37,210,2.32751567173482,FALSE,FALSE,17,18,0
"10926",0.98,2,25,210,0.0753113385652082,FALSE,FALSE,101,102,0
"10927",0.98,3,30,210,1.56593138025101,FALSE,FALSE,55,55,0
"10928",0.98,3,34.37,210,0.244151036419587,FALSE,FALSE,99,105,0
"10929",0.98,3,25,210,1.26512976243038,FALSE,FALSE,38,40,0
"10930",0.98,4,30,210,2.72044716560385,FALSE,FALSE,18,21,0
"10931",0.98,4,34.37,210,2.06128337054737,FALSE,FALSE,18,18,0
"10932",0.98,4,25,210,0.292697658975476,FALSE,FALSE,100,105,0
"10933",0.98,5,30,210,0.341414822089598,FALSE,FALSE,98,103,0
"10934",0.98,5,34.37,210,2.22764941074203,FALSE,FALSE,20,20,0
"10935",0.98,5,25,210,1.6245597000414,FALSE,FALSE,33,34,0
"10936",0.98,6,30,210,2.70171324071765,FALSE,FALSE,7,7,0
"10937",0.98,6,34.37,210,0.82080413892264,FALSE,FALSE,64,65,0
"10938",0.98,6,25,210,1.58077199765632,FALSE,FALSE,26,31,0
"10939",0.98,7,30,210,0.0540551501162731,FALSE,FALSE,102,104,0
"10940",0.98,7,34.37,210,2.66252622270417,FALSE,FALSE,9,10,0
"10941",0.98,7,25,210,1.23357343069862,FALSE,FALSE,53,54,0
"10942",0.98,8,30,210,0.246229710912456,FALSE,FALSE,97,97,0
"10943",0.98,8,34.37,210,1.41865766454913,FALSE,FALSE,25,25,0
"10944",0.98,8,25,210,0.244573926573922,FALSE,FALSE,99,101,0
"10945",0.98,9,30,210,0.0451758961253577,FALSE,FALSE,103,104,0
"10946",0.98,9,34.37,210,1.83368794048444,FALSE,FALSE,36,36,0
"10947",0.98,9,25,210,0.0807831620006656,FALSE,FALSE,101,102,0
"10948",0.98,10,30,210,0.294638347277038,FALSE,FALSE,92,98,0
"10949",0.98,10,34.37,210,1.65731112544409,FALSE,FALSE,25,25,0
"10950",0.98,10,25,210,0.188133311235881,FALSE,FALSE,99,101,0
"10951",0.98,1,30,2100,0.96733735685777,FALSE,FALSE,975,988,0
"10952",0.98,1,34.37,2100,0.0808378259073952,FALSE,FALSE,1000,1062,0
"10953",0.98,1,25,2100,0.18985357532428,FALSE,FALSE,1000,1044,0
"10954",0.98,2,30,2100,5.73196826087542,FALSE,FALSE,26,30,0
"10955",0.98,2,34.37,2100,4.55227408355876,FALSE,FALSE,25,25,0
"10956",0.98,2,25,2100,4.99356628389536,FALSE,FALSE,199,209,0
"10957",0.98,3,30,2100,5.53125646143907,FALSE,FALSE,26,27,0
"10958",0.98,3,34.37,2100,0.201376658625349,FALSE,FALSE,1000,1041,0
"10959",0.98,3,25,2100,1.28779381189327,FALSE,FALSE,1000,1047,0
"10960",0.98,4,30,2100,3.93839508962384,FALSE,FALSE,69,71,0
"10961",0.98,4,34.37,2100,3.34768444084239,FALSE,FALSE,34,35,0
"10962",0.98,4,25,2100,0.137041609347754,FALSE,FALSE,1000,1051,0
"10963",0.98,5,30,2100,6.62283937379775,FALSE,FALSE,43,44,0
"10964",0.98,5,34.37,2100,3.93553243652766,FALSE,FALSE,31,32,0
"10965",0.98,5,25,2100,5.17892321387214,FALSE,FALSE,156,175,0
"10966",0.98,6,30,2100,4.3372303492564,FALSE,FALSE,20,20,0
"10967",0.98,6,34.37,2100,3.59217591715544,FALSE,FALSE,35,35,0
"10968",0.98,6,25,2100,0.0365824491045429,FALSE,FALSE,1000,1037,0
"10969",0.98,7,30,2100,4.86468147786895,FALSE,FALSE,20,22,0
"10970",0.98,7,34.37,2100,4.30470122097845,FALSE,FALSE,11,11,0
"10971",0.98,7,25,2100,5.11035946782385,FALSE,FALSE,266,309,0
"10972",0.98,8,30,2100,4.81508964729779,FALSE,FALSE,37,37,0
"10973",0.98,8,34.37,2100,0.0901340570235462,FALSE,FALSE,1000,1050,0
"10974",0.98,8,25,2100,0.472902812333521,FALSE,FALSE,1000,1046,0
"10975",0.98,9,30,2100,0.138890584511552,FALSE,FALSE,1000,1049,0
"10976",0.98,9,34.37,2100,4.68707077394081,TRUE,FALSE,4,4,1
"10977",0.98,9,25,2100,6.63106224726749,FALSE,FALSE,168,207,0
"10978",0.98,10,30,2100,0.121825813586535,FALSE,FALSE,1000,1029,0
"10979",0.98,10,34.37,2100,4.32291640951271,FALSE,FALSE,22,22,0
"10980",0.98,10,25,2100,0.160337397424256,FALSE,FALSE,1000,1047,0
"10981",0.99,1,30,210,1.10326563022698,FALSE,FALSE,42,46,0
"10982",0.99,1,34.37,210,1.77137154932053,FALSE,FALSE,28,28,0
"10983",0.99,1,25,210,0.0982742987981017,FALSE,FALSE,100,104,0
"10984",0.99,2,30,210,0.531555810971268,FALSE,FALSE,79,80,0
"10985",0.99,2,34.37,210,0.035146416407553,FALSE,FALSE,102,104,0
"10986",0.99,2,25,210,0.60013929451577,FALSE,FALSE,97,105,0
"10987",0.99,3,30,210,0.39790694136961,FALSE,FALSE,96,98,0
"10988",0.99,3,34.37,210,0.0786527715554007,FALSE,FALSE,100,104,0
"10989",0.99,3,25,210,0.0671829625332302,FALSE,FALSE,104,105,0
"10990",0.99,4,30,210,0.0839185622789874,FALSE,FALSE,104,109,0
"10991",0.99,4,34.37,210,1.54169999974584,FALSE,FALSE,62,62,0
"10992",0.99,4,25,210,0.278514216718037,FALSE,FALSE,95,96,0
"10993",0.99,5,30,210,0.334662136730922,FALSE,FALSE,98,100,0
"10994",0.99,5,34.37,210,1.69363083004812,FALSE,FALSE,10,10,0
"10995",0.99,5,25,210,0.164473306695417,FALSE,FALSE,96,97,0
"10996",0.99,6,30,210,0.79130657690107,FALSE,FALSE,81,93,0
"10997",0.99,6,34.37,210,0.0841768311513291,FALSE,FALSE,101,102,0
"10998",0.99,6,25,210,1.59915746917237,FALSE,FALSE,27,31,0
"10999",0.99,7,30,210,0.628184694436736,FALSE,FALSE,92,101,0
"11000",0.99,7,34.37,210,0.209884542739676,FALSE,FALSE,102,108,0
"11001",0.99,7,25,210,2.13988258741752,FALSE,FALSE,52,54,0
"11002",0.99,8,30,210,1.39370638398247,FALSE,FALSE,33,33,0
"11003",0.99,8,34.37,210,0.411772182489852,FALSE,FALSE,74,77,0
"11004",0.99,8,25,210,0.421025981761615,FALSE,FALSE,94,98,0
"11005",0.99,9,30,210,1.24030105644065,FALSE,FALSE,43,44,0
"11006",0.99,9,34.37,210,0.949086105007744,FALSE,FALSE,66,67,0
"11007",0.99,9,25,210,0.880294637852315,FALSE,FALSE,59,64,0
"11008",0.99,10,30,210,0.548879028316555,FALSE,FALSE,88,95,0
"11009",0.99,10,34.37,210,1.62138542636951,FALSE,FALSE,44,50,0
"11010",0.99,10,25,210,2.37920710479435,FALSE,FALSE,49,49,0
"11011",0.99,1,30,2100,5.28945534139483,FALSE,FALSE,68,70,0
"11012",0.99,1,34.37,2100,3.75989385351096,FALSE,FALSE,55,55,0
"11013",0.99,1,25,2100,0.427853939415963,FALSE,FALSE,1000,1046,0
"11014",0.99,2,30,2100,6.53109126545562,FALSE,FALSE,6,8,0
"11015",0.99,2,34.37,2100,3.92499753810203,FALSE,FALSE,38,40,0
"11016",0.99,2,25,2100,8.3997654170675,FALSE,FALSE,158,170,0
"11017",0.99,3,30,2100,6.10892220085033,FALSE,FALSE,76,93,0
"11018",0.99,3,34.37,2100,0.0171645432157685,FALSE,FALSE,1000,1044,0
"11019",0.99,3,25,2100,0.533423835135412,FALSE,FALSE,1000,1031,0
"11020",0.99,4,30,2100,6.83642695355659,FALSE,FALSE,14,14,0
"11021",0.99,4,34.37,2100,3.82313608178699,FALSE,FALSE,48,49,0
"11022",0.99,4,25,2100,0.86583157740799,FALSE,FALSE,1000,1081,0
"11023",0.99,5,30,2100,0.247025659178572,FALSE,FALSE,1000,1044,0
"11024",0.99,5,34.37,2100,0.131113912450797,FALSE,FALSE,1000,1044,0
"11025",0.99,5,25,2100,7.84207493958806,FALSE,FALSE,388,399,0
"11026",0.99,6,30,2100,0.114942057904469,FALSE,FALSE,1000,1040,0
"11027",0.99,6,34.37,2100,4.4383822289611,FALSE,FALSE,40,40,0
"11028",0.99,6,25,2100,0.258663731952638,FALSE,FALSE,1000,1075,0
"11029",0.99,7,30,2100,4.81622065459032,FALSE,FALSE,100,108,0
"11030",0.99,7,34.37,2100,5.22580693336087,FALSE,FALSE,17,17,0
"11031",0.99,7,25,2100,0.0862675191653672,FALSE,FALSE,1000,1057,0
"11032",0.99,8,30,2100,0.352497572020055,FALSE,FALSE,1000,1052,0
"11033",0.99,8,34.37,2100,0.0582623179452045,FALSE,FALSE,1000,1045,0
"11034",0.99,8,25,2100,0.463873877624684,FALSE,FALSE,1000,1049,0
"11035",0.99,9,30,2100,3.18210037780271,FALSE,FALSE,215,221,0
"11036",0.99,9,34.37,2100,3.81073841611987,FALSE,FALSE,50,67,0
"11037",0.99,9,25,2100,5.4624910291959,FALSE,FALSE,191,194,0
"11038",0.99,10,30,2100,6.77285033119607,FALSE,FALSE,98,123,0
"11039",0.99,10,34.37,2100,5.14739692718314,FALSE,FALSE,59,60,0
"11040",0.99,10,25,2100,0.247122493029915,FALSE,FALSE,1000,1046,0
"11041",0,1,30,210,4.25552446255229,FALSE,FALSE,7,7,0
"11042",0,1,34.37,210,4.52651144570447,TRUE,FALSE,3,3,2
"11043",0,1,25,210,6.1332432710659,FALSE,FALSE,3,6,0
"11044",0,2,30,210,5.75265983610024,FALSE,FALSE,3,6,0
"11045",0,2,34.37,210,3.81838787232708,FALSE,FALSE,5,7,0
"11046",0,2,25,210,5.76114852472269,TRUE,FALSE,4,4,1
"11047",0,3,30,210,5.77817567964306,TRUE,FALSE,3,3,2
"11048",0,3,34.37,210,6.09701518908275,TRUE,FALSE,3,3,2
"11049",0,3,25,210,5.52932330384223,TRUE,FALSE,3,3,2
"11050",0,4,30,210,0.0653800978780974,FALSE,FALSE,102,105,0
"11051",0,4,34.37,210,3.48847959744789,FALSE,FALSE,12,22,0
"11052",0,4,25,210,8.19257933353611,TRUE,FALSE,3,3,2
"11053",0,5,30,210,11.3909549217311,TRUE,FALSE,3,4,1
"11054",0,5,34.37,210,4.43986781468947,TRUE,FALSE,2,3,2
"11055",0,5,25,210,4.15518914176483,TRUE,FALSE,2,2,3
"11056",0,6,30,210,6.0135781743514,TRUE,FALSE,1,4,1
"11057",0,6,34.37,210,4.79982271249978,FALSE,FALSE,11,14,0
"11058",0,6,25,210,0.367484178580639,FALSE,FALSE,101,103,0
"11059",0,7,30,210,5.06024752908011,FALSE,FALSE,5,6,0
"11060",0,7,34.37,210,6.80129517063792,TRUE,FALSE,3,3,2
"11061",0,7,25,210,6.12772276886867,TRUE,FALSE,3,3,2
"11062",0,8,30,210,4.72185440013775,TRUE,FALSE,2,2,3
"11063",0,8,34.37,210,7.72278327600043,FALSE,FALSE,7,9,0
"11064",0,8,25,210,5.28290176286885,FALSE,FALSE,10,10,0
"11065",0,9,30,210,3.95158233005484,TRUE,FALSE,3,3,2
"11066",0,9,34.37,210,10.0252127054275,TRUE,FALSE,2,2,3
"11067",0,9,25,210,9.20126202874798,TRUE,FALSE,3,3,2
"11068",0,10,30,210,5.02585194416198,TRUE,FALSE,3,4,1
"11069",0,10,34.37,210,6.72849433241342,TRUE,FALSE,2,2,3
"11070",0,10,25,210,6.61305852225235,TRUE,FALSE,3,3,2
"11071",0,1,30,2100,9.95985626472054,TRUE,FALSE,4,4,1
"11072",0,1,34.37,2100,10.175720016353,TRUE,FALSE,4,4,1
"11073",0,1,25,2100,14.4114675434108,FALSE,FALSE,5,7,0
"11074",0,2,30,2100,10.7978075931281,FALSE,FALSE,7,7,0
"11075",0,2,34.37,2100,10.7069567612595,TRUE,FALSE,1,1,4
"11076",0,2,25,2100,11.6232259338428,TRUE,FALSE,4,4,1
"11077",0,3,30,2100,11.2081990208897,TRUE,FALSE,4,4,1
"11078",0,3,34.37,2100,14.2138371447818,TRUE,FALSE,3,4,1
"11079",0,3,25,2100,13.4507993931332,FALSE,FALSE,4,6,0
"11080",0,4,30,2100,11.900767027938,FALSE,FALSE,6,6,0
"11081",0,4,34.37,2100,9.56463733717717,TRUE,FALSE,3,4,1
"11082",0,4,25,2100,13.0257568791011,TRUE,FALSE,3,3,2
"11083",0,5,30,2100,12.2687545937015,TRUE,FALSE,4,4,1
"11084",0,5,34.37,2100,12.9937150714521,TRUE,FALSE,4,4,1
"11085",0,5,25,2100,13.5922080414453,TRUE,FALSE,2,2,3
"11086",0,6,30,2100,11.9803678285479,FALSE,FALSE,5,12,0
"11087",0,6,34.37,2100,8.07397466427354,FALSE,FALSE,6,7,0
"11088",0,6,25,2100,10.3900705780658,FALSE,FALSE,7,12,0
"11089",0,7,30,2100,10.8364662025194,TRUE,FALSE,4,4,1
"11090",0,7,34.37,2100,9.97268577236441,TRUE,FALSE,4,4,1
"11091",0,7,25,2100,11.2216199531332,TRUE,FALSE,5,5,0
"11092",0,8,30,2100,11.3954422203147,FALSE,FALSE,6,6,0
"11093",0,8,34.37,2100,9.0501569372462,TRUE,FALSE,2,2,3
"11094",0,8,25,2100,10.2721011817358,TRUE,FALSE,2,3,2
"11095",0,9,30,2100,12.1600381589152,TRUE,FALSE,2,3,2
"11096",0,9,34.37,2100,8.83354902200308,FALSE,FALSE,7,7,0
"11097",0,9,25,2100,12.3010546389406,TRUE,FALSE,2,2,3
"11098",0,10,30,2100,10.2824067066806,TRUE,FALSE,0,3,2
"11099",0,10,34.37,2100,8.66944965030751,FALSE,FALSE,17,19,0
"11100",0,10,25,2100,0.0715114024715086,FALSE,FALSE,1000,1037,0
"11101",0.05,1,30,210,7.09301756565805,TRUE,FALSE,2,2,3
"11102",0.05,1,34.37,210,4.50133219428307,TRUE,FALSE,3,3,2
"11103",0.05,1,25,210,8.56204795312115,TRUE,FALSE,3,3,2
"11104",0.05,2,30,210,5.30645428154931,FALSE,FALSE,4,18,0
"11105",0.05,2,34.37,210,5.94392368089904,TRUE,FALSE,3,3,2
"11106",0.05,2,25,210,6.49201566426498,FALSE,FALSE,6,7,0
"11107",0.05,3,30,210,6.42363222213638,FALSE,FALSE,5,11,0
"11108",0.05,3,34.37,210,5.74464670679806,TRUE,FALSE,2,2,3
"11109",0.05,3,25,210,2.95695134865835,FALSE,FALSE,9,10,0
"11110",0.05,4,30,210,6.57802064991492,TRUE,FALSE,3,3,2
"11111",0.05,4,34.37,210,5.42659126102126,TRUE,FALSE,2,3,2
"11112",0.05,4,25,210,3.12455436715838,FALSE,FALSE,22,24,0
"11113",0.05,5,30,210,2.82566549451157,FALSE,FALSE,23,23,0
"11114",0.05,5,34.37,210,4.34597902330632,TRUE,FALSE,1,1,4
"11115",0.05,5,25,210,7.58391559235355,TRUE,FALSE,2,2,3
"11116",0.05,6,30,210,4.84842328250713,FALSE,FALSE,6,14,0
"11117",0.05,6,34.37,210,4.51854087222528,TRUE,FALSE,4,5,0
"11118",0.05,6,25,210,4.18816618084764,TRUE,FALSE,5,5,0
"11119",0.05,7,30,210,4.23555900984235,TRUE,FALSE,3,3,2
"11120",0.05,7,34.37,210,2.67018418304713,FALSE,FALSE,22,22,0
"11121",0.05,7,25,210,5.14714459102352,FALSE,FALSE,6,16,0
"11122",0.05,8,30,210,4.54262762486222,FALSE,FALSE,2,7,0
"11123",0.05,8,34.37,210,6.2709807134464,TRUE,FALSE,5,5,0
"11124",0.05,8,25,210,5.80445618705791,TRUE,FALSE,2,2,3
"11125",0.05,9,30,210,5.80781479194129,TRUE,FALSE,3,3,2
"11126",0.05,9,34.37,210,5.56015159257455,TRUE,FALSE,2,2,3
"11127",0.05,9,25,210,7.24249138500682,TRUE,FALSE,3,3,2
"11128",0.05,10,30,210,7.54156699843312,FALSE,FALSE,3,8,0
"11129",0.05,10,34.37,210,4.71468373387528,TRUE,FALSE,2,2,3
"11130",0.05,10,25,210,5.0866603867969,TRUE,FALSE,4,4,1
"11131",0.05,1,30,2100,11.4676438449857,TRUE,FALSE,3,3,2
"11132",0.05,1,34.37,2100,9.51421370121141,FALSE,FALSE,5,13,0
"11133",0.05,1,25,2100,0.0913984056428971,FALSE,FALSE,1000,1036,0
"11134",0.05,2,30,2100,12.5158730999367,TRUE,FALSE,2,2,3
"11135",0.05,2,34.37,2100,10.5901334511953,TRUE,FALSE,3,3,2
"11136",0.05,2,25,2100,9.97848828294909,TRUE,FALSE,2,4,1
"11137",0.05,3,30,2100,10.1976789455482,FALSE,FALSE,7,7,0
"11138",0.05,3,34.37,2100,11.1373712110801,TRUE,FALSE,2,3,2
"11139",0.05,3,25,2100,11.4000856513434,FALSE,FALSE,3,8,0
"11140",0.05,4,30,2100,11.0959833055717,TRUE,FALSE,3,4,1
"11141",0.05,4,34.37,2100,10.7963832606112,TRUE,FALSE,0,3,2
"11142",0.05,4,25,2100,10.4284055180374,TRUE,FALSE,3,4,1
"11143",0.05,5,30,2100,9.32589013187286,FALSE,FALSE,4,6,0
"11144",0.05,5,34.37,2100,11.1263018263283,FALSE,FALSE,2,6,0
"11145",0.05,5,25,2100,10.2532490649868,FALSE,FALSE,11,16,0
"11146",0.05,6,30,2100,9.30739488561363,TRUE,FALSE,4,4,1
"11147",0.05,6,34.37,2100,10.5307389494152,TRUE,FALSE,2,2,3
"11148",0.05,6,25,2100,13.1213652048611,TRUE,FALSE,2,2,3
"11149",0.05,7,30,2100,11.250535584467,TRUE,FALSE,3,3,2
"11150",0.05,7,34.37,2100,9.45922690828642,TRUE,FALSE,4,4,1
"11151",0.05,7,25,2100,12.851995239663,TRUE,FALSE,4,4,1
"11152",0.05,8,30,2100,10.7754074700917,TRUE,FALSE,1,3,2
"11153",0.05,8,34.37,2100,12.03431262602,TRUE,FALSE,4,4,1
"11154",0.05,8,25,2100,10.5905328881319,FALSE,FALSE,7,8,0
"11155",0.05,9,30,2100,8.5026333188189,FALSE,FALSE,4,6,0
"11156",0.05,9,34.37,2100,9.24817675066403,FALSE,FALSE,6,6,0
"11157",0.05,9,25,2100,0.404782090659204,FALSE,FALSE,1000,1031,0
"11158",0.05,10,30,2100,17.2711394870073,TRUE,FALSE,1,1,4
"11159",0.05,10,34.37,2100,12.4929058365143,FALSE,FALSE,3,6,0
"11160",0.05,10,25,2100,9.21437942165708,FALSE,FALSE,7,10,0
"11161",0.1,1,30,210,3.12045084863816,TRUE,FALSE,0,0,5
"11162",0.1,1,34.37,210,4.20776692069387,TRUE,FALSE,3,3,2
"11163",0.1,1,25,210,5.18746554666962,TRUE,FALSE,4,5,0
"11164",0.1,2,30,210,6.2556317373328,TRUE,FALSE,2,2,3
"11165",0.1,2,34.37,210,3.70810026384105,TRUE,FALSE,3,4,1
"11166",0.1,2,25,210,5.37725258152189,TRUE,FALSE,3,4,1
"11167",0.1,3,30,210,5.14291143573114,FALSE,FALSE,2,7,0
"11168",0.1,3,34.37,210,5.73271243038148,TRUE,FALSE,2,2,3
"11169",0.1,3,25,210,4.3890242952921,FALSE,FALSE,6,6,0
"11170",0.1,4,30,210,7.10509075515442,TRUE,FALSE,2,5,0
"11171",0.1,4,34.37,210,7.07385342605538,TRUE,FALSE,3,3,2
"11172",0.1,4,25,210,5.32304117255037,FALSE,FALSE,5,9,0
"11173",0.1,5,30,210,6.924299346994,TRUE,FALSE,3,3,2
"11174",0.1,5,34.37,210,3.23789228944727,FALSE,FALSE,9,11,0
"11175",0.1,5,25,210,0.0924008578870459,FALSE,FALSE,102,109,0
"11176",0.1,6,30,210,5.8601423549325,TRUE,FALSE,1,1,4
"11177",0.1,6,34.37,210,6.57385731910371,TRUE,FALSE,4,4,1
"11178",0.1,6,25,210,6.49227809844126,FALSE,FALSE,6,7,0
"11179",0.1,7,30,210,7.14280512058203,TRUE,FALSE,4,4,1
"11180",0.1,7,34.37,210,5.02400078105114,TRUE,FALSE,3,3,2
"11181",0.1,7,25,210,4.31562323360708,TRUE,FALSE,2,2,3
"11182",0.1,8,30,210,5.33673812084687,FALSE,FALSE,6,6,0
"11183",0.1,8,34.37,210,3.72809446982274,TRUE,FALSE,3,3,2
"11184",0.1,8,25,210,4.14541150527985,TRUE,FALSE,3,3,2
"11185",0.1,9,30,210,3.97328433462744,TRUE,FALSE,2,4,1
"11186",0.1,9,34.37,210,5.15266423550201,TRUE,FALSE,3,3,2
"11187",0.1,9,25,210,4.69397428088865,FALSE,FALSE,3,8,0
"11188",0.1,10,30,210,5.41602630553015,TRUE,FALSE,4,4,1
"11189",0.1,10,34.37,210,5.98876065534463,TRUE,FALSE,4,5,0
"11190",0.1,10,25,210,4.13325005073692,TRUE,FALSE,4,4,1
"11191",0.1,1,30,2100,10.2012112164438,FALSE,FALSE,4,11,0
"11192",0.1,1,34.37,2100,8.71508681228217,TRUE,FALSE,1,1,4
"11193",0.1,1,25,2100,12.5569226301537,FALSE,FALSE,5,13,0
"11194",0.1,2,30,2100,9.21775860412256,TRUE,FALSE,2,2,3
"11195",0.1,2,34.37,2100,14.4634398854278,TRUE,FALSE,4,4,1
"11196",0.1,2,25,2100,8.82863708825708,FALSE,FALSE,8,14,0
"11197",0.1,3,30,2100,9.35546591703794,FALSE,FALSE,4,7,0
"11198",0.1,3,34.37,2100,10.7728821226004,TRUE,FALSE,4,4,1
"11199",0.1,3,25,2100,10.9167492936279,TRUE,FALSE,2,3,2
"11200",0.1,4,30,2100,10.8213733224251,TRUE,FALSE,1,1,4
"11201",0.1,4,34.37,2100,9.63947536363246,TRUE,FALSE,4,4,1
"11202",0.1,4,25,2100,9.62182439007456,TRUE,FALSE,2,2,3
"11203",0.1,5,30,2100,9.5842128856985,TRUE,FALSE,3,3,2
"11204",0.1,5,34.37,2100,11.7235209740104,FALSE,FALSE,3,9,0
"11205",0.1,5,25,2100,10.0490133688916,TRUE,FALSE,3,3,2
"11206",0.1,6,30,2100,9.39025709469164,FALSE,FALSE,8,14,0
"11207",0.1,6,34.37,2100,9.13211724958039,TRUE,FALSE,3,3,2
"11208",0.1,6,25,2100,10.2934003611569,TRUE,FALSE,2,2,3
"11209",0.1,7,30,2100,12.6237057156959,FALSE,FALSE,2,13,0
"11210",0.1,7,34.37,2100,9.86852241274763,TRUE,FALSE,2,2,3
"11211",0.1,7,25,2100,11.1203390790349,TRUE,FALSE,3,4,1
"11212",0.1,8,30,2100,11.1127283782478,TRUE,FALSE,5,5,0
"11213",0.1,8,34.37,2100,9.63369058314889,TRUE,FALSE,3,3,2
"11214",0.1,8,25,2100,10.0047188454897,FALSE,FALSE,9,12,0
"11215",0.1,9,30,2100,8.72517061562201,TRUE,FALSE,2,2,3
"11216",0.1,9,34.37,2100,10.9048107853203,TRUE,FALSE,4,4,1
"11217",0.1,9,25,2100,11.1534659604838,TRUE,FALSE,4,4,1
"11218",0.1,10,30,2100,8.9703997726117,FALSE,FALSE,4,6,0
"11219",0.1,10,34.37,2100,15.1833233345519,TRUE,FALSE,3,4,1
"11220",0.1,10,25,2100,11.225073063343,TRUE,FALSE,4,5,0
"11221",0.15,1,30,210,6.14135897717384,TRUE,FALSE,3,3,2
"11222",0.15,1,34.37,210,4.09135221254753,TRUE,FALSE,4,5,0
"11223",0.15,1,25,210,5.62993751297912,TRUE,FALSE,3,3,2
"11224",0.15,2,30,210,4.91690837589919,TRUE,FALSE,3,4,1
"11225",0.15,2,34.37,210,6.13523324458555,TRUE,FALSE,3,3,2
"11226",0.15,2,25,210,4.00575608087125,FALSE,FALSE,6,6,0
"11227",0.15,3,30,210,4.78443389011305,TRUE,FALSE,2,2,3
"11228",0.15,3,34.37,210,4.93751358881923,TRUE,FALSE,4,4,1
"11229",0.15,3,25,210,4.64254351146189,TRUE,FALSE,1,1,4
"11230",0.15,4,30,210,4.64428829219667,FALSE,FALSE,8,8,0
"11231",0.15,4,34.37,210,4.36330640035434,TRUE,FALSE,4,4,1
"11232",0.15,4,25,210,5.85886746723168,FALSE,FALSE,5,7,0
"11233",0.15,5,30,210,5.78815034593745,TRUE,FALSE,3,4,1
"11234",0.15,5,34.37,210,3.16890834155753,FALSE,FALSE,22,24,0
"11235",0.15,5,25,210,4.13483563495997,TRUE,FALSE,2,2,3
"11236",0.15,6,30,210,5.90714414283612,TRUE,FALSE,3,3,2
"11237",0.15,6,34.37,210,6.68711029645234,TRUE,FALSE,4,4,1
"11238",0.15,6,25,210,4.78257014298708,TRUE,FALSE,3,3,2
"11239",0.15,7,30,210,3.98351279720301,FALSE,FALSE,6,6,0
"11240",0.15,7,34.37,210,5.17134915209574,TRUE,FALSE,2,5,0
"11241",0.15,7,25,210,5.52010856301969,FALSE,FALSE,4,8,0
"11242",0.15,8,30,210,3.2348081400152,TRUE,FALSE,3,3,2
"11243",0.15,8,34.37,210,3.46614584692269,FALSE,FALSE,14,14,0
"11244",0.15,8,25,210,5.7847406594207,FALSE,FALSE,5,7,0
"11245",0.15,9,30,210,3.42910950227942,TRUE,FALSE,2,2,3
"11246",0.15,9,34.37,210,4.10408116468213,FALSE,FALSE,10,16,0
"11247",0.15,9,25,210,2.87420533363042,FALSE,FALSE,19,19,0
"11248",0.15,10,30,210,0.0522572761055622,FALSE,FALSE,100,100,0
"11249",0.15,10,34.37,210,4.74861058090343,TRUE,FALSE,2,3,2
"11250",0.15,10,25,210,6.46016982079852,TRUE,FALSE,4,4,1
"11251",0.15,1,30,2100,11.898203748122,FALSE,FALSE,3,6,0
"11252",0.15,1,34.37,2100,10.6999826068732,TRUE,FALSE,3,3,2
"11253",0.15,1,25,2100,8.20854427188321,FALSE,FALSE,11,13,0
"11254",0.15,2,30,2100,11.0606050577042,TRUE,FALSE,1,4,1
"11255",0.15,2,34.37,2100,7.4837244328686,TRUE,FALSE,3,3,2
"11256",0.15,2,25,2100,9.6429611807314,FALSE,FALSE,5,6,0
"11257",0.15,3,30,2100,7.96692767683133,FALSE,FALSE,9,10,0
"11258",0.15,3,34.37,2100,11.8969570011549,FALSE,FALSE,3,7,0
"11259",0.15,3,25,2100,10.1002161584688,TRUE,FALSE,3,3,2
"11260",0.15,4,30,2100,11.840363090912,FALSE,FALSE,7,8,0
"11261",0.15,4,34.37,2100,9.25128542430668,FALSE,FALSE,8,8,0
"11262",0.15,4,25,2100,12.9328933787505,TRUE,FALSE,4,4,1
"11263",0.15,5,30,2100,12.0729195408345,TRUE,FALSE,3,3,2
