"","p","replicate","betac","carrying","extinction_t","extinct","disease_gone","min_s","final_s","final_i"
"2358",0.8,6,25,210,2.87927793216428,TRUE,FALSE,3,3,2
"2359",0.8,7,30,210,0.271621041755131,FALSE,FALSE,102,111,0
"2360",0.8,7,34.37,210,2.52175153198928,TRUE,FALSE,4,4,1
"2361",0.8,7,25,210,3.6085971963934,FALSE,FALSE,11,16,0
"2362",0.8,8,30,210,2.87823718048867,TRUE,FALSE,5,5,0
"2363",0.8,8,34.37,210,2.42712217185573,FALSE,FALSE,8,12,0
"2364",0.8,8,25,210,4.15337543108342,TRUE,FALSE,3,3,2
"2365",0.8,9,30,210,0.191521576173372,FALSE,FALSE,103,113,0
"2366",0.8,9,34.37,210,3.0576594118932,TRUE,FALSE,4,4,1
"2367",0.8,9,25,210,3.72446672348094,TRUE,FALSE,4,4,1
"2368",0.8,10,30,210,3.47440323052463,TRUE,FALSE,4,4,1
"2369",0.8,10,34.37,210,3.32684230181763,FALSE,FALSE,4,8,0
"2370",0.8,10,25,210,2.31269037483157,FALSE,FALSE,20,24,0
"2371",0.8,1,30,2100,5.40168713920316,FALSE,FALSE,9,9,0
"2372",0.8,1,34.37,2100,4.98690359495331,TRUE,FALSE,5,5,0
"2373",0.8,1,25,2100,6.41900075103751,FALSE,FALSE,6,13,0
"2374",0.8,2,30,2100,5.78880314806322,FALSE,FALSE,10,13,0
"2375",0.8,2,34.37,2100,4.40706509567923,TRUE,FALSE,3,3,2
"2376",0.8,2,25,2100,6.63814590026103,FALSE,FALSE,5,6,0
"2377",0.8,3,30,2100,4.48369738835011,FALSE,FALSE,8,10,0
"2378",0.8,3,34.37,2100,0.0227946490857234,FALSE,FALSE,1000,1039,0
"2379",0.8,3,25,2100,5.64718875643928,FALSE,FALSE,30,33,0
"2380",0.8,4,30,2100,5.65087199899158,TRUE,FALSE,4,4,1
"2381",0.8,4,34.37,2100,5.22741745112192,TRUE,FALSE,2,3,2
"2382",0.8,4,25,2100,5.84342080354412,TRUE,FALSE,4,4,1
"2383",0.8,5,30,2100,5.96330126988454,TRUE,FALSE,3,4,1
"2384",0.8,5,34.37,2100,5.12853431366657,TRUE,FALSE,3,3,2
"2385",0.8,5,25,2100,0.232066744305527,FALSE,FALSE,1000,1072,0
"2386",0.8,6,30,2100,6.33824177744741,FALSE,FALSE,11,11,0
"2387",0.8,6,34.37,2100,4.77299200690793,TRUE,FALSE,2,2,3
"2388",0.8,6,25,2100,0.833015398426621,FALSE,FALSE,1000,1059,0
"2389",0.8,7,30,2100,0.0173675846103433,FALSE,FALSE,1000,1046,0
"2390",0.8,7,34.37,2100,5.98666625651179,TRUE,FALSE,4,4,1
"2391",0.8,7,25,2100,7.31038176842131,TRUE,FALSE,5,5,0
"2392",0.8,8,30,2100,5.03170462620773,TRUE,FALSE,4,4,1
"2393",0.8,8,34.37,2100,4.71365730691687,FALSE,FALSE,10,11,0
"2394",0.8,8,25,2100,0.629671236550125,FALSE,FALSE,1000,1059,0
"2395",0.8,9,30,2100,5.18247934362229,FALSE,FALSE,8,11,0
"2396",0.8,9,34.37,2100,4.09520735185327,FALSE,FALSE,14,14,0
"2397",0.8,9,25,2100,0.317561409765382,FALSE,FALSE,1000,1038,0
"2398",0.8,10,30,2100,5.24237870435788,TRUE,FALSE,2,2,3
"2399",0.8,10,34.37,2100,4.68036217893443,FALSE,FALSE,4,6,0
"2400",0.8,10,25,2100,6.60881395228965,FALSE,FALSE,12,13,0
"2401",0.85,1,30,210,2.98966430496394,FALSE,FALSE,7,7,0
"2402",0.85,1,34.37,210,0.101783923307818,FALSE,FALSE,103,110,0
"2403",0.85,1,25,210,3.22478965581705,FALSE,FALSE,11,12,0
"2404",0.85,2,30,210,2.42815164815731,FALSE,FALSE,12,13,0
"2405",0.85,2,34.37,210,3.30099487952039,TRUE,FALSE,2,3,2
"2406",0.85,2,25,210,2.52963067910542,FALSE,FALSE,12,12,0
"2407",0.85,3,30,210,2.20978852523653,FALSE,FALSE,21,23,0
"2408",0.85,3,34.37,210,3.5234183676194,FALSE,FALSE,12,12,0
"2409",0.85,3,25,210,1.83348621627634,FALSE,FALSE,29,30,0
"2410",0.85,4,30,210,2.14679849761204,FALSE,FALSE,24,26,0
"2411",0.85,4,34.37,210,2.45235897898359,FALSE,FALSE,9,10,0
"2412",0.85,4,25,210,4.7241256873474,TRUE,FALSE,3,3,2
"2413",0.85,5,30,210,2.5005517707625,TRUE,FALSE,5,5,0
"2414",0.85,5,34.37,210,4.45617875405179,TRUE,FALSE,4,4,1
"2415",0.85,5,25,210,4.12681418047146,FALSE,FALSE,7,9,0
"2416",0.85,6,30,210,3.77121750430958,TRUE,FALSE,2,2,3
"2417",0.85,6,34.37,210,5.01604139365635,FALSE,FALSE,5,7,0
"2418",0.85,6,25,210,2.64105732212609,FALSE,FALSE,25,30,0
"2419",0.85,7,30,210,3.31112650151198,TRUE,FALSE,4,4,1
"2420",0.85,7,34.37,210,2.43006199029371,TRUE,FALSE,3,3,2
"2421",0.85,7,25,210,3.90207984549557,TRUE,FALSE,5,5,0
"2422",0.85,8,30,210,2.60093029171017,TRUE,FALSE,4,4,1
"2423",0.85,8,34.37,210,3.59533370303431,FALSE,FALSE,7,8,0
"2424",0.85,8,25,210,0.509866941728853,FALSE,FALSE,100,109,0
"2425",0.85,9,30,210,3.68424759998384,TRUE,FALSE,4,4,1
"2426",0.85,9,34.37,210,4.13673878137523,FALSE,FALSE,10,10,0
"2427",0.85,9,25,210,0.243345831676718,FALSE,FALSE,100,105,0
"2428",0.85,10,30,210,3.54781733681143,TRUE,FALSE,3,3,2
"2429",0.85,10,34.37,210,2.85294937980307,TRUE,FALSE,3,3,2
"2430",0.85,10,25,210,2.31685474278028,FALSE,FALSE,16,16,0
"2431",0.85,1,30,2100,4.7261941081538,FALSE,FALSE,12,12,0
"2432",0.85,1,34.37,2100,4.22999898501031,FALSE,FALSE,16,16,0
"2433",0.85,1,25,2100,6.13921857123796,FALSE,FALSE,4,6,0
"2434",0.85,2,30,2100,5.35670341623206,FALSE,FALSE,6,6,0
"2435",0.85,2,34.37,2100,5.13225675587806,TRUE,FALSE,2,3,2
"2436",0.85,2,25,2100,5.14559055288587,FALSE,FALSE,24,24,0
"2437",0.85,3,30,2100,4.61605785118784,TRUE,FALSE,4,4,1
"2438",0.85,3,34.37,2100,4.55554387436401,TRUE,FALSE,4,4,1
"2439",0.85,3,25,2100,5.88871155622224,FALSE,FALSE,7,7,0
"2440",0.85,4,30,2100,8.05877834755807,FALSE,FALSE,8,8,0
"2441",0.85,4,34.37,2100,4.99738396900896,FALSE,FALSE,2,6,0
"2442",0.85,4,25,2100,5.35144558325178,FALSE,FALSE,21,22,0
"2443",0.85,5,30,2100,3.94016206788982,FALSE,FALSE,32,32,0
"2444",0.85,5,34.37,2100,5.24955716159958,TRUE,FALSE,2,2,3
"2445",0.85,5,25,2100,6.38247852077319,TRUE,FALSE,4,4,1
"2446",0.85,6,30,2100,0.501756105172828,FALSE,FALSE,1000,1073,0
"2447",0.85,6,34.37,2100,4.47202544799067,TRUE,FALSE,4,4,1
"2448",0.85,6,25,2100,5.84785757299779,FALSE,FALSE,11,13,0
"2449",0.85,7,30,2100,0.0221563039910887,FALSE,FALSE,1000,1031,0
"2450",0.85,7,34.37,2100,5.04422482331836,TRUE,FALSE,3,3,2
"2451",0.85,7,25,2100,5.14888915241002,FALSE,FALSE,12,12,0
"2452",0.85,8,30,2100,4.93332180000277,TRUE,FALSE,4,4,1
"2453",0.85,8,34.37,2100,4.64121491421126,FALSE,FALSE,6,6,0
"2454",0.85,8,25,2100,7.92935325624534,FALSE,FALSE,11,13,0
"2455",0.85,9,30,2100,6.78171040053224,TRUE,FALSE,4,4,1
"2456",0.85,9,34.37,2100,4.42309860761943,FALSE,FALSE,12,13,0
"2457",0.85,9,25,2100,0.197000059777464,FALSE,FALSE,991,1010,0
"2458",0.85,10,30,2100,4.6822136380931,TRUE,FALSE,4,4,1
"2459",0.85,10,34.37,2100,5.61653731992539,TRUE,FALSE,4,4,1
"2460",0.85,10,25,2100,6.67636880626311,FALSE,FALSE,5,7,0
"2461",0.9,1,30,210,0.148264169592616,FALSE,FALSE,95,96,0
"2462",0.9,1,34.37,210,2.54531746665112,TRUE,FALSE,2,2,3
"2463",0.9,1,25,210,2.51940517980042,TRUE,FALSE,4,4,1
"2464",0.9,2,30,210,3.54593925156704,FALSE,FALSE,6,11,0
"2465",0.9,2,34.37,210,3.03517321081315,TRUE,FALSE,4,4,1
"2466",0.9,2,25,210,0.605497597147364,FALSE,FALSE,99,105,0
"2467",0.9,3,30,210,0.221534012429087,FALSE,FALSE,98,108,0
"2468",0.9,3,34.37,210,2.63928541776767,TRUE,FALSE,2,2,3
"2469",0.9,3,25,210,0.324089014561376,FALSE,FALSE,101,102,0
"2470",0.9,4,30,210,2.88359306540886,FALSE,FALSE,3,7,0
"2471",0.9,4,34.37,210,2.84962763982267,FALSE,FALSE,10,10,0
"2472",0.9,4,25,210,3.45056345650134,FALSE,FALSE,11,11,0
"2473",0.9,5,30,210,2.68471769966081,FALSE,FALSE,9,11,0
"2474",0.9,5,34.37,210,1.66180800682624,FALSE,FALSE,15,15,0
"2475",0.9,5,25,210,0.359206081785585,FALSE,FALSE,88,88,0
"2476",0.9,6,30,210,0.144046140351857,FALSE,FALSE,101,104,0
"2477",0.9,6,34.37,210,2.85510719590613,TRUE,FALSE,3,3,2
"2478",0.9,6,25,210,2.97776455332869,FALSE,FALSE,19,19,0
"2479",0.9,7,30,210,3.95988124921257,TRUE,FALSE,3,3,2
"2480",0.9,7,34.37,210,1.91591749149697,FALSE,FALSE,19,21,0
"2481",0.9,7,25,210,1.21756712626889,FALSE,FALSE,77,85,0
"2482",0.9,8,30,210,2.30885286095319,TRUE,FALSE,5,5,0
"2483",0.9,8,34.37,210,3.25655507669604,TRUE,FALSE,4,4,1
"2484",0.9,8,25,210,0.0874430426413619,FALSE,FALSE,102,105,0
"2485",0.9,9,30,210,1.2886213767283,FALSE,FALSE,64,65,0
"2486",0.9,9,34.37,210,3.01360689395676,FALSE,FALSE,9,9,0
"2487",0.9,9,25,210,2.1114238717578,TRUE,FALSE,4,4,1
"2488",0.9,10,30,210,3.93754381103184,TRUE,FALSE,3,3,2
"2489",0.9,10,34.37,210,1.82965723370962,FALSE,FALSE,9,10,0
"2490",0.9,10,25,210,2.54757916397084,TRUE,FALSE,3,4,1
"2491",0.9,1,30,2100,5.22119947326052,FALSE,FALSE,15,15,0
"2492",0.9,1,34.37,2100,5.48581601010264,TRUE,FALSE,4,5,0
"2493",0.9,1,25,2100,6.39839006215944,FALSE,FALSE,22,22,0
"2494",0.9,2,30,2100,5.63266392103954,FALSE,FALSE,7,7,0
"2495",0.9,2,34.37,2100,5.22826982752898,TRUE,FALSE,2,3,2
"2496",0.9,2,25,2100,4.76788140812285,FALSE,FALSE,23,23,0
"2497",0.9,3,30,2100,5.15020243092068,FALSE,FALSE,12,18,0
"2498",0.9,3,34.37,2100,0.270954599043723,FALSE,FALSE,1000,1069,0
"2499",0.9,3,25,2100,5.14875526892121,FALSE,FALSE,15,16,0
"2500",0.9,4,30,2100,5.31061104547853,FALSE,FALSE,7,7,0
"2501",0.9,4,34.37,2100,4.67175656411797,TRUE,FALSE,3,3,2
"2502",0.9,4,25,2100,6.65075896851071,TRUE,FALSE,4,4,1
"2503",0.9,5,30,2100,6.38716867690254,TRUE,FALSE,3,4,1
"2504",0.9,5,34.37,2100,4.14734610574265,TRUE,FALSE,2,2,3
"2505",0.9,5,25,2100,0.113207799215748,FALSE,FALSE,1000,1042,0
"2506",0.9,6,30,2100,6.14043493706375,FALSE,FALSE,6,6,0
"2507",0.9,6,34.37,2100,5.54740691929853,TRUE,FALSE,4,4,1
"2508",0.9,6,25,2100,5.76552226262126,FALSE,FALSE,7,7,0
"2509",0.9,7,30,2100,4.55084708916219,FALSE,FALSE,22,23,0
"2510",0.9,7,34.37,2100,5.17863430309864,FALSE,FALSE,9,9,0
"2511",0.9,7,25,2100,6.77606214800951,FALSE,FALSE,6,6,0
"2512",0.9,8,30,2100,5.53133921765475,FALSE,FALSE,7,8,0
"2513",0.9,8,34.37,2100,4.05672582313374,FALSE,FALSE,22,34,0
"2514",0.9,8,25,2100,5.32186561837588,FALSE,FALSE,18,20,0
"2515",0.9,9,30,2100,5.74400757686399,FALSE,FALSE,16,16,0
"2516",0.9,9,34.37,2100,4.65455659116329,FALSE,FALSE,4,9,0
"2517",0.9,9,25,2100,6.75366992783074,TRUE,FALSE,3,3,2
"2518",0.9,10,30,2100,4.53562880523343,FALSE,FALSE,15,15,0
"2519",0.9,10,34.37,2100,4.45246520933801,TRUE,FALSE,3,4,1
"2520",0.9,10,25,2100,6.38854725737232,FALSE,FALSE,24,27,0
"2521",0.95,1,30,210,3.22737408523243,TRUE,FALSE,3,4,1
"2522",0.95,1,34.37,210,2.45369519574342,FALSE,FALSE,7,8,0
"2523",0.95,1,25,210,1.41011408814645,FALSE,FALSE,55,56,0
"2524",0.95,2,30,210,0.0587187539346554,FALSE,FALSE,101,101,0
"2525",0.95,2,34.37,210,2.17678725629212,FALSE,FALSE,6,6,0
"2526",0.95,2,25,210,1.02404420260921,FALSE,FALSE,98,104,0
"2527",0.95,3,30,210,0.529252943415181,FALSE,FALSE,95,117,0
"2528",0.95,3,34.37,210,2.57352122221329,FALSE,FALSE,14,17,0
"2529",0.95,3,25,210,0.311441252160047,FALSE,FALSE,96,96,0
"2530",0.95,4,30,210,1.60315980001745,FALSE,FALSE,40,40,0
"2531",0.95,4,34.37,210,2.37045463480036,TRUE,FALSE,3,3,2
"2532",0.95,4,25,210,0.0557173214610691,FALSE,FALSE,103,106,0
"2533",0.95,5,30,210,2.6900207965887,TRUE,FALSE,4,4,1
"2534",0.95,5,34.37,210,1.92955487066161,FALSE,FALSE,21,21,0
"2535",0.95,5,25,210,0.137000176936744,FALSE,FALSE,103,106,0
"2536",0.95,6,30,210,2.09835270257671,FALSE,FALSE,10,17,0
"2537",0.95,6,34.37,210,1.76547315747975,FALSE,FALSE,25,26,0
"2538",0.95,6,25,210,2.15407965171524,FALSE,FALSE,26,27,0
"2539",0.95,7,30,210,0.0888121380296018,FALSE,FALSE,101,101,0
"2540",0.95,7,34.37,210,0.215595736934779,FALSE,FALSE,103,111,0
"2541",0.95,7,25,210,2.64655898279857,FALSE,FALSE,13,13,0
"2542",0.95,8,30,210,2.3495898718916,FALSE,FALSE,15,19,0
"2543",0.95,8,34.37,210,2.85281761537442,TRUE,FALSE,2,2,3
"2544",0.95,8,25,210,0.71201618114992,FALSE,FALSE,91,97,0
"2545",0.95,9,30,210,3.76767414060661,FALSE,FALSE,10,11,0
"2546",0.95,9,34.37,210,2.08553218868184,TRUE,FALSE,4,4,1
"2547",0.95,9,25,210,1.75152665284824,FALSE,FALSE,45,46,0
"2548",0.95,10,30,210,2.96062437929081,FALSE,FALSE,19,20,0
"2549",0.95,10,34.37,210,2.36090588427361,FALSE,FALSE,12,17,0
"2550",0.95,10,25,210,0.811945848640732,FALSE,FALSE,98,100,0
"2551",0.95,1,30,2100,4.19257957399332,FALSE,FALSE,35,37,0
"2552",0.95,1,34.37,2100,4.09500772696003,TRUE,FALSE,4,4,1
"2553",0.95,1,25,2100,1.31952962375236,FALSE,FALSE,1000,1061,0
"2554",0.95,2,30,2100,4.28302369154505,FALSE,FALSE,40,40,0
"2555",0.95,2,34.37,2100,4.6300008510284,FALSE,FALSE,13,13,0
"2556",0.95,2,25,2100,7.00805722466738,TRUE,FALSE,2,2,3
"2557",0.95,3,30,2100,0.269799558524964,FALSE,FALSE,1000,1032,0
"2558",0.95,3,34.37,2100,0.184505342266432,FALSE,FALSE,1000,1030,0
"2559",0.95,3,25,2100,7.800589450433,FALSE,FALSE,97,136,0
"2560",0.95,4,30,2100,4.36531816027315,FALSE,FALSE,50,50,0
"2561",0.95,4,34.37,2100,0.47164908739425,FALSE,FALSE,1000,1065,0
"2562",0.95,4,25,2100,0.131096373556577,FALSE,FALSE,1000,1033,0
"2563",0.95,5,30,2100,4.91312235139945,FALSE,FALSE,13,13,0
"2564",0.95,5,34.37,2100,4.13834615069221,TRUE,FALSE,4,4,1
"2565",0.95,5,25,2100,0.0918688892777989,FALSE,FALSE,1000,1032,0
"2566",0.95,6,30,2100,5.49239385056128,TRUE,FALSE,1,1,4
"2567",0.95,6,34.37,2100,5.64735578412188,FALSE,FALSE,4,6,0
"2568",0.95,6,25,2100,5.74891191306564,FALSE,FALSE,21,25,0
"2569",0.95,7,30,2100,5.58643509859236,FALSE,FALSE,9,9,0
"2570",0.95,7,34.37,2100,5.95954857596188,FALSE,FALSE,3,9,0
"2571",0.95,7,25,2100,6.78841200126206,FALSE,FALSE,11,11,0
"2572",0.95,8,30,2100,4.58121226402355,FALSE,FALSE,10,10,0
"2573",0.95,8,34.37,2100,4.47391103851271,TRUE,FALSE,4,4,1
"2574",0.95,8,25,2100,6.45726027411887,FALSE,FALSE,9,9,0
"2575",0.95,9,30,2100,0.205394692101096,FALSE,FALSE,1000,1060,0
"2576",0.95,9,34.37,2100,3.61930561517056,FALSE,FALSE,25,28,0
"2577",0.95,9,25,2100,0.440026070983518,FALSE,FALSE,1000,1072,0
"2578",0.95,10,30,2100,5.99514163507722,FALSE,FALSE,16,16,0
"2579",0.95,10,34.37,2100,4.77218599280551,TRUE,FALSE,4,4,1
"2580",0.95,10,25,2100,5.84810552690254,FALSE,FALSE,35,37,0
"2581",0.97,1,30,210,3.53994578009447,TRUE,FALSE,3,4,1
"2582",0.97,1,34.37,210,1.19536515084066,FALSE,FALSE,29,31,0
"2583",0.97,1,25,210,0.634576139694516,FALSE,FALSE,84,102,0
"2584",0.97,2,30,210,2.9800254622606,TRUE,FALSE,4,4,1
"2585",0.97,2,34.37,210,2.11815737421725,FALSE,FALSE,25,25,0
"2586",0.97,2,25,210,1.2317867548248,FALSE,FALSE,58,59,0
"2587",0.97,3,30,210,2.14485874957415,FALSE,FALSE,6,6,0
"2588",0.97,3,34.37,210,2.60287910451969,TRUE,FALSE,3,3,2
"2589",0.97,3,25,210,0.127969836098658,FALSE,FALSE,101,101,0
"2590",0.97,4,30,210,0.678050929332547,FALSE,FALSE,56,59,0
"2591",0.97,4,34.37,210,2.64758008757299,FALSE,FALSE,14,14,0
"2592",0.97,4,25,210,0.271911115957334,FALSE,FALSE,97,102,0
"2593",0.97,5,30,210,0.731970832618814,FALSE,FALSE,84,87,0
"2594",0.97,5,34.37,210,0.0119460118966703,FALSE,FALSE,102,103,0
"2595",0.97,5,25,210,0.0517900956036752,FALSE,FALSE,101,105,0
"2596",0.97,6,30,210,0.505283541609151,FALSE,FALSE,89,94,0
"2597",0.97,6,34.37,210,0.253396175103202,FALSE,FALSE,103,111,0
"2598",0.97,6,25,210,0.166283280378435,FALSE,FALSE,97,100,0
"2599",0.97,7,30,210,1.88809191132392,FALSE,FALSE,13,14,0
"2600",0.97,7,34.37,210,3.38005929028709,FALSE,FALSE,6,8,0
"2601",0.97,7,25,210,4.20318111066052,FALSE,FALSE,20,22,0
"2602",0.97,8,30,210,0.302422630260686,FALSE,FALSE,99,102,0
"2603",0.97,8,34.37,210,1.44373314880826,FALSE,FALSE,19,19,0
"2604",0.97,8,25,210,0.436938860577608,FALSE,FALSE,96,96,0
"2605",0.97,9,30,210,0.179329658928023,FALSE,FALSE,103,113,0
"2606",0.97,9,34.37,210,2.51671618183253,FALSE,FALSE,18,26,0
"2607",0.97,9,25,210,2.28591283412834,FALSE,FALSE,20,21,0
"2608",0.97,10,30,210,5.73047288704119,FALSE,FALSE,16,19,0
"2609",0.97,10,34.37,210,1.41243110140652,FALSE,FALSE,50,52,0
"2610",0.97,10,25,210,1.44336163176475,FALSE,FALSE,74,75,0
"2611",0.97,1,30,2100,5.62720087180638,FALSE,FALSE,7,7,0
"2612",0.97,1,34.37,2100,0.467818378012918,FALSE,FALSE,1000,1024,0
"2613",0.97,1,25,2100,7.4585300905949,FALSE,FALSE,57,65,0
"2614",0.97,2,30,2100,6.37699661619048,FALSE,FALSE,13,13,0
"2615",0.97,2,34.37,2100,0.0311798827359607,FALSE,FALSE,1000,1046,0
"2616",0.97,2,25,2100,1.2124061248278,FALSE,FALSE,1000,1032,0
"2617",0.97,3,30,2100,0.499209615083627,FALSE,FALSE,1000,1040,0
"2618",0.97,3,34.37,2100,4.75446167786424,FALSE,FALSE,32,32,0
"2619",0.97,3,25,2100,5.64181092419272,FALSE,FALSE,171,182,0
"2620",0.97,4,30,2100,4.63933609025335,FALSE,FALSE,33,47,0
"2621",0.97,4,34.37,2100,3.70386761269062,FALSE,FALSE,20,20,0
"2622",0.97,4,25,2100,6.95178650070301,FALSE,FALSE,15,17,0
"2623",0.97,5,30,2100,5.14861512313853,FALSE,FALSE,39,41,0
"2624",0.97,5,34.37,2100,5.2779347019833,FALSE,FALSE,32,33,0
"2625",0.97,5,25,2100,7.43176645683597,FALSE,FALSE,9,10,0
"2626",0.97,6,30,2100,5.40135956588478,FALSE,FALSE,93,105,0
"2627",0.97,6,34.37,2100,3.64014025495065,FALSE,FALSE,20,20,0
"2628",0.97,6,25,2100,9.1608862649392,FALSE,FALSE,74,75,0
"2629",0.97,7,30,2100,4.61301495162403,FALSE,FALSE,23,23,0
"2630",0.97,7,34.37,2100,5.38093014192353,TRUE,FALSE,4,4,1
"2631",0.97,7,25,2100,0.144252191635401,FALSE,FALSE,1000,1046,0
"2632",0.97,8,30,2100,5.15269793650565,FALSE,FALSE,8,8,0
"2633",0.97,8,34.37,2100,0.238230223790742,FALSE,FALSE,1000,1078,0
"2634",0.97,8,25,2100,0.508858638795873,FALSE,FALSE,989,991,0
"2635",0.97,9,30,2100,5.5979815540779,FALSE,FALSE,12,12,0
"2636",0.97,9,34.37,2100,4.65642563555573,TRUE,FALSE,2,2,3
"2637",0.97,9,25,2100,6.70526327772427,FALSE,FALSE,172,239,0
"2638",0.97,10,30,2100,6.23349865972197,FALSE,FALSE,6,7,0
"2639",0.97,10,34.37,2100,3.21506825778946,FALSE,FALSE,30,30,0
"2640",0.97,10,25,2100,5.00360560918087,FALSE,FALSE,63,63,0
"2641",0.98,1,30,210,2.37887883902403,FALSE,FALSE,8,8,0
"2642",0.98,1,34.37,210,0.165197107447833,FALSE,FALSE,99,99,0
"2643",0.98,1,25,210,2.01692838241031,FALSE,FALSE,16,16,0
"2644",0.98,2,30,210,0.0708401898621969,FALSE,FALSE,102,105,0
"2645",0.98,2,34.37,210,1.30586764644707,FALSE,FALSE,32,32,0
"2646",0.98,2,25,210,0.117412283965875,FALSE,FALSE,99,99,0
"2647",0.98,3,30,210,2.46203388445712,TRUE,FALSE,3,4,1
"2648",0.98,3,34.37,210,0.0563020155384508,FALSE,FALSE,104,106,0
"2649",0.98,3,25,210,0.336874930594932,FALSE,FALSE,87,89,0
"2650",0.98,4,30,210,0.151956771014713,FALSE,FALSE,98,101,0
"2651",0.98,4,34.37,210,1.43612958645348,FALSE,FALSE,42,45,0
"2652",0.98,4,25,210,0.410719517502496,FALSE,FALSE,96,101,0
"2653",0.98,5,30,210,3.24534438694079,TRUE,FALSE,4,4,1
"2654",0.98,5,34.37,210,1.47376695312162,FALSE,FALSE,49,51,0
"2655",0.98,5,25,210,0.560537305660133,FALSE,FALSE,71,71,0
"2656",0.98,6,30,210,2.52817721329149,FALSE,FALSE,11,14,0
"2657",0.98,6,34.37,210,2.25034022808004,FALSE,FALSE,6,6,0
"2658",0.98,6,25,210,2.69927734970323,FALSE,FALSE,14,16,0
"2659",0.98,7,30,210,0.154503876475308,FALSE,FALSE,100,101,0
"2660",0.98,7,34.37,210,0.0944112605708809,FALSE,FALSE,99,105,0
"2661",0.98,7,25,210,0.990075763956039,FALSE,FALSE,85,92,0
"2662",0.98,8,30,210,2.47958382499096,FALSE,FALSE,21,25,0
"2663",0.98,8,34.37,210,1.94016743719726,FALSE,FALSE,14,14,0
"2664",0.98,8,25,210,2.20919250439858,FALSE,FALSE,39,39,0
"2665",0.98,9,30,210,1.0626719459409,FALSE,FALSE,73,77,0
"2666",0.98,9,34.37,210,1.32454757863513,FALSE,FALSE,39,39,0
"2667",0.98,9,25,210,0.0328185206776368,FALSE,FALSE,103,103,0
"2668",0.98,10,30,210,0.0842858488469525,FALSE,FALSE,102,110,0
"2669",0.98,10,34.37,210,1.74865006256456,FALSE,FALSE,39,41,0
"2670",0.98,10,25,210,2.53725207262439,FALSE,FALSE,14,15,0
"2671",0.98,1,30,2100,0.0773865472498441,FALSE,FALSE,1000,1059,0
"2672",0.98,1,34.37,2100,4.97350632714926,TRUE,FALSE,4,4,1
"2673",0.98,1,25,2100,0.177830481896255,FALSE,FALSE,1000,1033,0
"2674",0.98,2,30,2100,5.14262413996402,FALSE,FALSE,14,14,0
"2675",0.98,2,34.37,2100,0.114755541872274,FALSE,FALSE,1000,1043,0
"2676",0.98,2,25,2100,5.85101473720949,FALSE,FALSE,93,98,0
"2677",0.98,3,30,2100,6.91848775462322,FALSE,FALSE,5,6,0
"2678",0.98,3,34.37,2100,4.78767425205877,FALSE,FALSE,13,14,0
"2679",0.98,3,25,2100,0.0819855513741468,FALSE,FALSE,1000,1043,0
"2680",0.98,4,30,2100,0.215077312008071,FALSE,FALSE,1000,1051,0
"2681",0.98,4,34.37,2100,4.44661602538713,FALSE,FALSE,37,37,0
"2682",0.98,4,25,2100,0.154987107674949,FALSE,FALSE,1000,1042,0
"2683",0.98,5,30,2100,4.76655403010175,FALSE,FALSE,85,85,0
"2684",0.98,5,34.37,2100,4.56826963894525,TRUE,FALSE,4,4,1
"2685",0.98,5,25,2100,5.61864851790374,FALSE,FALSE,127,138,0
"2686",0.98,6,30,2100,4.87600501183388,FALSE,FALSE,32,33,0
"2687",0.98,6,34.37,2100,3.27915907964718,FALSE,FALSE,60,61,0
"2688",0.98,6,25,2100,5.86247543468228,FALSE,FALSE,246,262,0
"2689",0.98,7,30,2100,4.45446378769663,FALSE,FALSE,17,18,0
"2690",0.98,7,34.37,2100,0.307403660677952,FALSE,FALSE,1000,1066,0
"2691",0.98,7,25,2100,0.0301785286251695,FALSE,FALSE,1000,1038,0
"2692",0.98,8,30,2100,5.19656726233331,FALSE,FALSE,11,12,0
"2693",0.98,8,34.37,2100,4.50355054037785,FALSE,FALSE,19,20,0
"2694",0.98,8,25,2100,8.45857453382498,FALSE,FALSE,33,43,0
"2695",0.98,9,30,2100,7.23093925690381,FALSE,FALSE,21,21,0
"2696",0.98,9,34.37,2100,5.16295680065387,FALSE,FALSE,8,10,0
"2697",0.98,9,25,2100,0.177174298958923,FALSE,FALSE,1000,1053,0
"2698",0.98,10,30,2100,4.52468480323214,FALSE,FALSE,71,72,0
"2699",0.98,10,34.37,2100,3.63535390268406,FALSE,FALSE,52,52,0
"2700",0.98,10,25,2100,0.0828212211349644,FALSE,FALSE,1000,1052,0
"2701",0.99,1,30,210,1.02943015562163,FALSE,FALSE,83,83,0
"2702",0.99,1,34.37,210,0.144849433177815,FALSE,FALSE,96,96,0
"2703",0.99,1,25,210,0.123311734727656,FALSE,FALSE,102,108,0
"2704",0.99,2,30,210,0.0403025906438425,FALSE,FALSE,99,102,0
"2705",0.99,2,34.37,210,1.20693699165739,FALSE,FALSE,57,58,0
"2706",0.99,2,25,210,0.235735999365946,FALSE,FALSE,91,92,0
"2707",0.99,3,30,210,0.0840440598627925,FALSE,FALSE,101,102,0
"2708",0.99,3,34.37,210,0.0659968759711375,FALSE,FALSE,100,100,0
"2709",0.99,3,25,210,0.0168919989364704,FALSE,FALSE,103,103,0
"2710",0.99,4,30,210,0.304669053339843,FALSE,FALSE,100,102,0
